anio,mes,producto,unidad,usd,usd_kg
2019,Junio,Cerdo en Pie para Faenamiento,Libra,0.77,1.71
2019,Junio,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,15.71,0.31
2019,Junio,Frutilla,Caja de 10 lb,4.75,1.05
2019,Junio,Huevo Mediano,Cubeta de 30 huevos,2.41,
2019,Junio,Leche Cruda,Litro,0.41,
2019,Junio,Limón,Saco aprox. 80 lb,20.21,0.56
2019,Junio,Maíz Duro Seco,Quintal,13.93,0.31
2019,Junio,Maíz Suave Choclo,Bulto aprox. 110 lb,13.0,0.26
2019,Junio,Maracuyá,Kilogramo,0.33,0.33
2019,Junio,Mora,Canasta aprox. 20 lb,10.5,1.15
2019,Junio,Naranja,Ciento aprox. 50 lb,1.96,0.09
2019,Junio,Naranjilla Híbrida,Caja aprox. 35 lb,13.01,0.82
2019,Junio,Palma de Aceite,Tonelada Métrica,111.24,0.11
2019,Junio,Palmito,Tallo aprox. 3 lb,0.4,0.29
2019,Junio,Panela en Bloque,Quintal,29.13,0.64
2019,Junio,Panela Granulada,Quintal,40.21,0.88
2019,Junio,Papa Superchola,Quintal,19.17,0.42
2019,Junio,Pimiento,Saco aprox. 80 lb,15.84,0.44
2019,Junio,Piña MD-2,Kilogramo,0.27,0.27
2019,Junio,Piña Nacional,Kilogramo,0.53,0.53
2019,Junio,Pitahaya,Kilogramo,5.12,5.12
2019,Junio,Plátano Barraganete,Racimo aprox. 50 lb,1.69,0.07
2019,Junio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,6.53,0.29
2019,Junio,Plátano Dominico,Racimo aprox. 50 lb,1.97,0.09
2019,Junio,Pollo en Pie,Libra,0.73,1.62
2019,Junio,Tomate de Árbol,Saco aprox. 80 lb,27.0,0.74
2019,Junio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.28,0.52
2019,Junio,Yuca Amarga,Funda aprox. 150 lb,6.67,0.1
2019,Junio,Yuca Bolona Blanca,Funda aprox. 150 lb,7.82,0.11
2019,Julio,Arroz Cáscara,Saca aprox. 200 lb,32.33,0.36
2019,Julio,Arveja Tierna en Vaina,Bulto aprox. 110 lb,25.23,0.5
2019,Julio,Banano Cavendish,Caja aprox. 43 lb,6.3,0.32
2019,Julio,Banano Cavendish Enano,Caja aprox. 43 lb,4.17,0.21
2019,Julio,Banano Cavendish Spot,Caja aprox. 43 lb,3.54,0.18
2019,Julio,Brócoli,Kilogramo,0.28,0.28
2019,Julio,Cacao CCN51 Almendra Seca,Quintal,92.82,2.04
2019,Julio,Cacao Fino de Aroma Almendra Seca,Quintal,96.8,2.13
2019,Julio,Café Arábigo Grano Oro,Quintal,119.0,2.62
2019,Julio,Café Robusta Cereza,Quintal,12.42,0.27
2019,Julio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.68,0.03
2019,Julio,Cebolla Colorada Seca y Limpia de Primera,Quintal,26.02,0.57
2019,Julio,Cebolla Perla Seca y Limpia de Primera,Quintal,24.63,0.54
2019,Julio,Cerdo en Pie para Faenamiento,Libra,0.77,1.72
2019,Julio,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,22.45,0.45
2019,Julio,Frutilla,Caja de 10 lb,4.95,1.09
2019,Julio,Huevo Mediano,Cubeta de 30 huevos,2.37,
2019,Julio,Leche Cruda,Litro,0.41,
2019,Julio,Limón,Saco aprox. 80 lb,30.99,0.85
2019,Julio,Maíz Duro Seco,Quintal,13.88,0.31
2019,Julio,Maíz Suave Choclo ,Bulto aprox. 110 lb,11.41,0.23
2019,Julio,Maracuyá,Kilogramo,0.32,0.32
2019,Julio,Mora,Canasta aprox. 20 lb,11.2,1.23
2019,Julio,Naranja,Ciento aprox. 50 lb,2.2,0.1
2019,Julio,Naranjilla Híbrida,Caja aprox. 35 lb,11.93,0.75
2019,Julio,Palma de Aceite,Tonelada Métrica,114.78,0.11
2019,Julio,Palmito,Tallo aprox. 3 lb,0.4,0.29
2019,Julio,Panela en Bloque,Quintal,29.5,0.65
2019,Julio,Panela Granulada,Quintal,40.65,0.89
2019,Julio,Papa Superchola,Quintal,17.42,0.38
2019,Julio,Pimiento,Saco aprox. 80 lb,12.99,0.36
2019,Julio,Piña MD-2,Kilogramo,0.34,0.34
2019,Julio,Piña Nacional,Kilogramo,0.51,0.51
2019,Julio,Pitahaya,Kilogramo,3.25,3.25
2019,Julio,Plátano Barraganete,Racimo aprox. 50 lb,2.63,0.12
2019,Julio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.4,0.33
2019,Julio,Plátano Dominico,Racimo aprox. 50 lb,2.25,0.1
2019,Julio,Pollo en Pie,Libra,0.76,1.68
2019,Julio,Tomate de Árbol,Saco aprox. 80 lb,25.6,0.7
2019,Julio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.17,0.51
2019,Julio,Yuca Amarga,Funda aprox. 150 lb,6.7,0.1
2019,Julio,Yuca Bolona Blanca,Funda aprox. 150 lb,8.0,0.12
2019,Agosto,Arroz Cáscara,Saca aprox. 200 lb,32.54,0.36
2019,Agosto,Arveja Tierna en Vaina,Bulto aprox. 110 lb,20.08,0.4
2019,Agosto,Banano Cavendish,Caja aprox. 43 lb,6.3,0.32
2019,Agosto,Banano Cavendish Enano,Caja aprox. 43 lb,5.18,0.26
2019,Agosto,Banano Cavendish Spot,Caja aprox. 43 lb,6.13,0.31
2019,Agosto,Brócoli,Kilogramo,0.28,0.28
2019,Agosto,Cacao CCN51 Almendra Seca,Quintal,86.82,1.91
2019,Agosto,Cacao Fino de Aroma Almendra Seca,Quintal,89.02,1.96
2019,Agosto,Café Arábigo Grano Oro,Quintal,119.0,2.62
2019,Agosto,Café Robusta Cereza,Quintal,12.67,0.28
2019,Agosto,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.24,0.03
2019,Agosto,Cebolla Colorada Seca y Limpia de Primera,Quintal,14.49,0.32
2019,Agosto,Cebolla Perla Seca y Limpia de Primera,Quintal,16.12,0.35
2019,Agosto,Cerdo en Pie para Faenamiento,Libra,0.72,1.6
2019,Agosto,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,23.26,0.47
2019,Agosto,Frutilla,Caja de 10 lb,4.55,1.0
2019,Agosto,Huevo Mediano,Cubeta de 30 huevos,2.49,
2019,Agosto,Leche Cruda,Litro,0.4,
2019,Agosto,Limón,Saco aprox. 80 lb,32.87,0.9
2019,Agosto,Maíz Duro Seco,Quintal,14.17,0.31
2019,Agosto,Maíz Suave Choclo ,Bulto aprox. 110 lb,11.72,0.23
2019,Agosto,Maracuyá,Kilogramo,0.28,0.28
2019,Agosto,Mora,Canasta aprox. 20 lb,10.35,1.14
2019,Agosto,Naranja,Ciento aprox. 50 lb,2.53,0.11
2019,Agosto,Naranjilla Híbrida,Caja aprox. 35 lb,6.85,0.43
2019,Agosto,Palma de Aceite,Tonelada Métrica,114.95,0.11
2019,Agosto,Palmito,Tallo aprox. 3 lb,0.38,0.28
2019,Agosto,Panela en Bloque,Quintal,29.29,0.64
2019,Agosto,Panela Granulada,Quintal,39.59,0.87
2019,Agosto,Papa Superchola,Quintal,17.29,0.38
2019,Agosto,Pimiento,Saco aprox. 80 lb,12.26,0.34
2019,Agosto,Piña MD-2,Kilogramo,0.37,0.37
2019,Agosto,Piña Nacional,Kilogramo,0.51,0.51
2019,Agosto,Pitahaya,Kilogramo,3.75,3.75
2019,Agosto,Plátano Barraganete,Racimo aprox. 50 lb,3.75,0.17
2019,Agosto,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.51,0.33
2019,Agosto,Plátano Dominico,Racimo aprox. 50 lb,3.42,0.15
2019,Agosto,Pollo en Pie,Libra,0.75,1.66
2019,Agosto,Quinua,Quintal,61.0,1.34
2019,Agosto,Tomate de Árbol,Saco aprox. 80 lb,26.97,0.74
2019,Agosto,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.94,0.44
2019,Agosto,Trigo,Quintal,17.0,0.37
2019,Agosto,Yuca Amarga,Funda aprox. 150 lb,7.77,0.11
2019,Agosto,Yuca Bolona Blanca,Funda aprox. 150 lb,8.0,0.12
2019,Septiembre,Arroz Cáscara,Saca aprox. 200 lb,32.46,0.36
2019,Septiembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,18.61,0.37
2019,Septiembre,Banano Cavendish,Caja aprox. 43 lb,6.3,0.32
2019,Septiembre,Banano Cavendish Enano,Caja aprox. 43 lb,7.04,0.36
2019,Septiembre,Banano Cavendish Spot,Caja aprox. 43 lb,7.09,0.36
2019,Septiembre,Brócoli,Kilogramo,0.28,0.28
2019,Septiembre,Cacao CCN51 Almendra Seca,Quintal,89.43,1.97
2019,Septiembre,Cacao Fino de Aroma Almendra Seca,Quintal,90.11,1.98
2019,Septiembre,Café Arábigo Grano Oro,Quintal,117.5,2.59
2019,Septiembre,Café Robusta Cereza,Quintal,13.3,0.29
2019,Septiembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.71,0.03
2019,Septiembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,8.65,0.19
2019,Septiembre,Cebolla Perla Seca y Limpia de Primera,Quintal,16.05,0.35
2019,Septiembre,Cerdo en Pie para Faenamiento,Libra,0.72,1.6
2019,Septiembre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,28.9,0.58
2019,Septiembre,Frutilla,Caja de 10 lb,5.1,1.12
2019,Septiembre,Huevo Mediano,Cubeta de 30 huevos,2.49,
2019,Septiembre,Leche Cruda,Litro,0.41,
2019,Septiembre,Limón,Saco aprox. 80 lb,25.96,0.71
2019,Septiembre,Maíz Duro Seco,Quintal,13.83,0.3
2019,Septiembre,Maíz Suave Choclo ,Bulto aprox. 110 lb,14.91,0.3
2019,Septiembre,Maracuyá,Kilogramo,0.27,0.27
2019,Septiembre,Mora,Canasta aprox. 20 lb,9.09,1.0
2019,Septiembre,Naranja,Ciento aprox. 50 lb,2.68,0.12
2019,Septiembre,Naranjilla Híbrida,Caja aprox. 35 lb,9.42,0.59
2019,Septiembre,Palma de Aceite,Tonelada Métrica,137.25,0.14
2019,Septiembre,Palmito,Tallo aprox. 3 lb,0.38,0.28
2019,Septiembre,Panela en Bloque,Quintal,29.82,0.66
2019,Septiembre,Panela Granulada,Quintal,36.35,0.8
2019,Septiembre,Papa Superchola,Quintal,20.6,0.45
2019,Septiembre,Pimiento,Saco aprox. 80 lb,11.69,0.32
2019,Septiembre,Piña MD-2,Kilogramo,0.36,0.36
2019,Septiembre,Piña Nacional,Kilogramo,0.51,0.51
2019,Septiembre,Pitahaya,Kilogramo,6.05,6.05
2019,Septiembre,Plátano Barraganete,Racimo aprox. 50 lb,6.25,0.28
2019,Septiembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,8.13,0.36
2019,Septiembre,Plátano Dominico,Racimo aprox. 50 lb,3.83,0.17
2019,Septiembre,Pollo en Pie,Libra,0.69,1.53
2019,Septiembre,Tomate de Árbol,Saco aprox. 80 lb,25.19,0.69
2019,Septiembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,4.52,0.28
2019,Septiembre,Trigo,Quintal,18.92,0.42
2019,Septiembre,Yuca Amarga,Funda aprox. 150 lb,10.68,0.16
2019,Septiembre,Yuca Bolona Blanca,Funda aprox. 150 lb,9.8,0.14
2019,Octubre,Arroz Cáscara,Saca aprox. 200 lb,30.97,0.34
2019,Octubre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,14.86,0.3
2019,Octubre,Banano Cavendish,Caja aprox. 43 lb,6.3,0.32
2019,Octubre,Banano Cavendish Enano,Caja aprox. 43 lb,7.39,0.38
2019,Octubre,Banano Cavendish Spot,Caja aprox. 43 lb,7.49,0.38
2019,Octubre,Brócoli,Kilogramo,0.28,0.28
2019,Octubre,Cacao CCN51 Almendra Seca,Quintal,96.67,2.13
2019,Octubre,Cacao Fino de Aroma Almendra Seca,Quintal,96.65,2.13
2019,Octubre,Café Arábigo Grano Oro,Quintal,116.0,2.55
2019,Octubre,Café Robusta Cereza,Quintal,12.59,0.28
2019,Octubre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.96,0.03
2019,Octubre,Cebolla Colorada Seca y Limpia de Primera,Quintal,5.84,0.13
2019,Octubre,Cebolla Perla Seca y Limpia de Primera,Quintal,11.08,0.24
2019,Octubre,Cerdo en Pie para Faenamiento,Libra,0.73,1.62
2019,Octubre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,31.18,0.62
2019,Octubre,Frutilla,Caja de 10 lb,4.84,1.07
2019,Octubre,Huevo Mediano,Cubeta de 30 huevos,2.49,
2019,Octubre,Leche Cruda,Litro,0.42,
2019,Octubre,Limón,Saco aprox. 80 lb,23.58,0.65
2019,Octubre,Maíz Duro Seco,Quintal,14.04,0.31
2019,Octubre,Maíz Suave Choclo ,Bulto aprox. 110 lb,16.23,0.32
2019,Octubre,Maracuyá,Kilogramo,0.28,0.28
2019,Octubre,Mora,Canasta aprox. 20 lb,12.28,1.35
2019,Octubre,Naranja,Ciento aprox. 50 lb,3.23,0.14
2019,Octubre,Naranjilla Híbrida,Caja aprox. 35 lb,11.31,0.71
2019,Octubre,Palma de Aceite,Tonelada Métrica,138.17,0.14
2019,Octubre,Palmito,Tallo aprox. 3 lb,0.37,0.27
2019,Octubre,Panela en Bloque,Quintal,33.28,0.73
2019,Octubre,Panela Granulada,Quintal,35.99,0.79
2019,Octubre,Papa Superchola,Quintal,21.7,0.48
2019,Octubre,Pimiento,Saco aprox. 80 lb,18.96,0.52
2019,Octubre,Piña MD-2,Kilogramo,0.31,0.31
2019,Octubre,Piña Nacional,Kilogramo,0.51,0.51
2019,Octubre,Pitahaya,Kilogramo,4.15,4.15
2019,Octubre,Plátano Barraganete,Racimo aprox. 50 lb,3.75,0.17
2019,Octubre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.02,0.31
2019,Octubre,Plátano Dominico,Racimo aprox. 50 lb,3.75,0.17
2019,Octubre,Pollo en Pie,Libra,0.69,1.53
2019,Octubre,Tomate de Árbol,Saco aprox. 80 lb,25.19,0.69
2019,Octubre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.14,0.45
2019,Octubre,Yuca Amarga,Funda aprox. 150 lb,8.33,0.12
2019,Octubre,Yuca Bolona Blanca,Funda aprox. 150 lb,13.21,0.19
2019,Noviembre,Arroz Cáscara,Saca aprox. 200 lb,30.21,0.33
2019,Noviembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,14.32,0.29
2019,Noviembre,Banano Cavendish,Caja aprox. 43 lb,6.3,0.32
2019,Noviembre,Banano Cavendish Enano,Caja aprox. 43 lb,7.13,0.36
2019,Noviembre,Banano Cavendish Spot,Caja aprox. 43 lb,7.09,0.36
2019,Noviembre,Brócoli,Kilogramo,0.28,0.28
2019,Noviembre,Cacao CCN51 Almendra Seca,Quintal,98.87,2.18
2019,Noviembre,Cacao Fino de Aroma Almendra Seca,Quintal,100.04,2.2
2019,Noviembre,Café Arábigo Grano Oro,Quintal,116.0,2.55
2019,Noviembre,Café Robusta Cereza,Quintal,11.84,0.26
2019,Noviembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.16,0.03
2019,Noviembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,4.92,0.11
2019,Noviembre,Cebolla Perla Seca y Limpia de Primera,Quintal,5.36,0.12
2019,Noviembre,Cerdo en Pie para Faenamiento,Libra,0.72,1.61
2019,Noviembre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,35.74,0.71
2019,Noviembre,Frutilla,Caja de 10 lb,4.7,1.03
2019,Noviembre,Huevo Mediano,Cubeta de 30 huevos,2.39,
2019,Noviembre,Leche Cruda,Litro,0.43,
2019,Noviembre,Limón,Saco aprox. 80 lb,21.24,0.58
2019,Noviembre,Maíz Duro Seco,Quintal,14.68,0.32
2019,Noviembre,Maíz Suave Choclo ,Bulto aprox. 110 lb,20.48,0.41
2019,Noviembre,Maracuyá,Kilogramo,0.29,0.29
2019,Noviembre,Mora,Canasta aprox. 20 lb,8.27,0.91
2019,Noviembre,Naranja,Ciento aprox. 50 lb,3.66,0.16
2019,Noviembre,Naranjilla Híbrida,Caja aprox. 35 lb,10.61,0.67
2019,Noviembre,Palma de Aceite,Tonelada Métrica,124.56,0.12
2019,Noviembre,Palmito,Tallo aprox. 3 lb,0.38,0.28
2019,Noviembre,Panela en Bloque,Quintal,30.85,0.68
2019,Noviembre,Panela Granulada,Quintal,34.8,0.77
2019,Noviembre,Papa Superchola,Quintal,16.83,0.37
2019,Noviembre,Pimiento,Saco aprox. 80 lb,17.45,0.48
2019,Noviembre,Piña MD-2,Kilogramo,0.31,0.31
2019,Noviembre,Piña Nacional,Kilogramo,0.51,0.51
2019,Noviembre,Pitahaya,Kilogramo,4.53,4.53
2019,Noviembre,Plátano Barraganete,Racimo aprox. 50 lb,3.12,0.14
2019,Noviembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,6.55,0.29
2019,Noviembre,Plátano Dominico,Racimo aprox. 50 lb,3.75,0.17
2019,Noviembre,Pollo en Pie,Libra,0.7,1.55
2019,Noviembre,Tomate de Árbol,Saco aprox. 80 lb,28.95,0.8
2019,Noviembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.33,0.4
2019,Noviembre,Yuca Amarga,Funda aprox. 150 lb,9.05,0.13
2019,Noviembre,Yuca Bolona Blanca,Funda aprox. 150 lb,13.7,0.2
2019,Diciembre,Arroz Cáscara,Saca aprox. 200 lb,29.54,0.32
2019,Diciembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,14.76,0.3
2019,Diciembre,Banano Cavendish,Caja aprox. 43 lb,6.3,0.32
2019,Diciembre,Banano Cavendish Enano,Caja aprox. 43 lb,7.16,0.37
2019,Diciembre,Banano Cavendish Spot,Caja aprox. 43 lb,6.83,0.35
2019,Diciembre,Brócoli,Kilogramo,0.28,0.28
2019,Diciembre,Cacao CCN51 Almendra Seca,Quintal,98.68,2.17
2019,Diciembre,Cacao Fino de Aroma Almendra Seca,Quintal,101.69,2.24
2019,Diciembre,Café Arábigo Grano Oro,Quintal,116.0,2.55
2019,Diciembre,Café Robusta Cereza,Quintal,11.79,0.26
2019,Diciembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.04,0.03
2019,Diciembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,5.29,0.12
2019,Diciembre,Cebolla Perla Seca y Limpia de Primera,Quintal,6.0,0.13
2019,Diciembre,Cerdo en Pie para Faenamiento,Libra,0.74,1.65
2019,Diciembre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,32.87,0.66
2019,Diciembre,Frutilla,Caja de 10 lb,4.27,0.94
2019,Diciembre,Huevo Mediano,Cubeta de 30 huevos,2.23,
2019,Diciembre,Leche Cruda,Litro,0.43,
2019,Diciembre,Limón,Saco aprox. 80 lb,13.75,0.38
2019,Diciembre,Maíz Duro Seco,Quintal,15.12,0.33
2019,Diciembre,Maíz Suave Choclo ,Bulto aprox. 110 lb,20.45,0.41
2019,Diciembre,Maracuyá,Kilogramo,0.27,0.27
2019,Diciembre,Mora,Canasta aprox. 20 lb,6.82,0.75
2019,Diciembre,Naranja,Ciento aprox. 50 lb,3.21,0.14
2019,Diciembre,Naranjilla Híbrida,Caja aprox. 35 lb,11.39,0.72
2019,Diciembre,Palma de Aceite,Tonelada Métrica,121.52,0.12
2019,Diciembre,Palmito,Tallo aprox. 3 lb,0.35,0.26
2019,Diciembre,Panela en Bloque,Quintal,32.66,0.72
2019,Diciembre,Panela Granulada,Quintal,34.53,0.76
2019,Diciembre,Papa Superchola,Quintal,13.69,0.3
2019,Diciembre,Pimiento,Saco aprox. 80 lb,10.91,0.3
2019,Diciembre,Piña MD-2,Kilogramo,0.31,0.31
2019,Diciembre,Piña Nacional,Kilogramo,0.51,0.51
2019,Diciembre,Pitahaya,Kilogramo,3.25,3.25
2019,Diciembre,Plátano Barraganete,Racimo aprox. 50 lb,1.66,0.07
2019,Diciembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,5.75,0.25
2019,Diciembre,Plátano Dominico,Racimo aprox. 50 lb,3.42,0.15
2019,Diciembre,Pollo en Pie,Libra,0.83,1.84
2019,Diciembre,Tomate de Árbol,Saco aprox. 80 lb,29.28,0.81
2019,Diciembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,5.21,0.33
2019,Diciembre,Yuca Amarga,Funda aprox. 150 lb,9.05,0.13
2019,Diciembre,Yuca Bolona Blanca,Funda aprox. 150 lb,11.23,0.16
2019,Octubre,Soya,Quintal,25.06,0.55
2019,Noviembre,Soya,Quintal,24.2,0.53
2019,Junio,Cebada,Quintal,22.47,0.49
2019,Julio,Cebada,Quintal,17.35,0.38
2019,Agosto,Cebada,Quintal,20.08,0.44
2019,Septiembre,Cebada,Quintal,22.0,0.48
2019,Junio,Fréjol Amarillo Seco,Quintal,66.67,1.47
2019,Julio,Fréjol Amarillo Seco,Quintal,103.6,2.28
2019,Agosto,Fréjol Amarillo Seco,Quintal,83.57,1.84
2019,Septiembre,Fréjol Amarillo Seco,Quintal,77.58,1.71
2019,Octubre,Fréjol Amarillo Seco,Quintal,76.7,1.69
2019,Noviembre,Fréjol Amarillo Seco,Quintal,81.17,1.79
2019,Diciembre,Fréjol Amarillo Seco,Quintal,51.75,1.14
2020,Enero,Arroz Cáscara,Saca aprox. 200 lb,29.78,0.33
2020,Enero,Arveja Tierna en Vaina,Bulto aprox. 110 lb,19.95,0.4
2020,Enero,Banano Cavendish,Caja aprox. 43 lb,6.4,0.33
2020,Enero,Banano Cavendish Spot,Caja aprox. 43 lb,6.65,0.34
2020,Enero,Brócoli,Kilogramo,0.28,0.28
2020,Enero,Cacao CCN51 Almendra Seca,Quintal,102.17,2.25
2020,Enero,Cacao Fino de Aroma Almendra Seca,Quintal,109.29,2.4
2020,Enero,Café Arábigo Grano Oro,Quintal,116.0,2.55
2020,Enero,Café Robusta Cereza,Quintal,11.69,0.26
2020,Enero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,32.0,0.03
2020,Enero,Cebolla Colorada Seca y Limpia de Primera,Quintal,5.59,0.12
2020,Enero,Cebolla Perla Seca y Limpia de Primera,Quintal,7.63,0.17
2020,Enero,Cerdo en Pie para Faenamiento,Libra,0.75,1.67
2020,Enero,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,18.75,0.37
2020,Enero,Frutilla,Caja de 10 lb,4.2,0.92
2020,Enero,Huevo Mediano,Cubeta de 30 huevos,2.09,
2020,Enero,Leche Cruda,Litro,0.42,
2020,Enero,Limón,Saco aprox. 80 lb,9.15,0.25
2020,Enero,Maíz Duro Seco,Quintal,17.43,0.38
2020,Enero,Maíz Suave Choclo ,Bulto aprox. 110 lb,28.92,0.58
2020,Enero,Maracuyá,Kilogramo,0.27,0.27
2020,Enero,Mora,Canasta aprox. 20 lb,8.25,0.91
2020,Enero,Naranjilla Híbrida,Caja aprox. 35 lb,13.5,0.85
2020,Enero,Palma de Aceite,Tonelada Métrica,133.0,0.13
2020,Enero,Palmito,Tallo aprox. 3 lb,0.36,0.27
2020,Enero,Panela en Bloque,Quintal,31.82,0.7
2020,Enero,Panela Granulada,Quintal,35.07,0.77
2020,Enero,Papa Superchola,Quintal,12.4,0.27
2020,Enero,Pimiento,Saco aprox. 80 lb,10.39,0.29
2020,Enero,Piña MD-2,Kilogramo,0.31,0.31
2020,Enero,Piña Nacional,Kilogramo,0.51,0.51
2020,Enero,Plátano Barraganete,Racimo aprox. 50 lb,2.08,0.09
2020,Enero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,3.42,0.15
2020,Enero,Plátano Dominico,Racimo aprox. 50 lb,1.82,0.08
2020,Enero,Pollo en Pie,Libra,0.8,1.79
2020,Enero,Tomate de Árbol,Saco aprox. 80 lb,29.16,0.8
2020,Enero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,5.52,0.35
2020,Enero,Yuca Amarga,Funda aprox. 150 lb,14.02,0.21
2020,Febrero,Arroz Cáscara,Saca aprox. 200 lb,34.16,0.38
2020,Febrero,Arveja Tierna en Vaina,Bulto aprox. 110 lb,43.56,0.87
2020,Febrero,Banano Cavendish,Caja aprox. 43 lb,6.4,0.33
2020,Febrero,Banano Cavendish Spot,Caja aprox. 43 lb,7.78,0.4
2020,Febrero,Brócoli,Kilogramo,0.28,0.28
2020,Febrero,Cacao CCN51 Almendra Seca,Quintal,107.68,2.37
2020,Febrero,Cacao Fino de Aroma Almendra Seca,Quintal,108.62,2.39
2020,Febrero,Café Arábigo Grano Oro,Quintal,116.0,2.55
2020,Febrero,Café Robusta Cereza,Quintal,11.84,0.26
2020,Febrero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,32.06,0.03
2020,Febrero,Cebolla Colorada Seca y Limpia de Primera,Quintal,9.28,0.2
2020,Febrero,Cebolla Perla Seca y Limpia de Primera,Quintal,10.47,0.23
2020,Febrero,Cerdo en Pie para Faenamiento,Libra,0.73,1.63
2020,Febrero,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,13.26,0.27
2020,Febrero,Frutilla,Caja de 10 lb,2.53,0.56
2020,Febrero,Huevo Mediano,Cubeta de 30 huevos,2.09,
2020,Febrero,Leche Cruda,Litro,0.42,
2020,Febrero,Limón,Saco aprox. 80 lb,8.66,0.24
2020,Febrero,Maíz Duro Seco,Quintal,18.67,0.41
2020,Febrero,Maíz Suave Choclo ,Bulto aprox. 110 lb,24.74,0.49
2020,Febrero,Maracuyá,Kilogramo,0.27,0.27
2020,Febrero,Mora,Canasta aprox. 20 lb,9.49,1.04
2020,Febrero,Naranjilla Híbrida,Caja aprox. 35 lb,13.67,0.86
2020,Febrero,Palma de Aceite,Tonelada Métrica,138.58,0.14
2020,Febrero,Palmito,Tallo aprox. 3 lb,0.34,0.25
2020,Febrero,Panela en Bloque,Quintal,30.58,0.67
2020,Febrero,Panela Granulada,Quintal,34.88,0.77
2020,Febrero,Papa Superchola,Quintal,10.52,0.23
2020,Febrero,Pimiento,Saco aprox. 80 lb,15.58,0.43
2020,Febrero,Piña MD-2,Kilogramo,0.37,0.37
2020,Febrero,Piña Nacional,Kilogramo,0.51,0.51
2020,Febrero,Plátano Barraganete,Racimo aprox. 50 lb,1.25,0.06
2020,Febrero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,2.69,0.12
2020,Febrero,Plátano Dominico,Racimo aprox. 50 lb,0.98,0.04
2020,Febrero,Pollo en Pie,Libra,0.81,1.79
2020,Febrero,Tomate de Árbol,Saco aprox. 80 lb,30.71,0.84
2020,Febrero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.95,0.44
2020,Febrero,Yuca Amarga,Funda aprox. 150 lb,13.79,0.2
2020,Febrero,Yuca Bolona Blanca,Funda aprox. 150 lb,10.38,0.15
2020,Marzo,Arroz Cáscara,Saca aprox. 200 lb,35.96,0.4
2020,Marzo,Arveja Tierna en Vaina,Bulto aprox. 110 lb,35.56,0.71
2020,Marzo,Banano Cavendish,Caja aprox. 43 lb,6.4,0.33
2020,Marzo,Banano Cavendish Enano,Caja aprox. 43 lb,3.94,0.2
2020,Marzo,Banano Cavendish Spot,Caja aprox. 43 lb,4.23,0.22
2020,Marzo,Brócoli,Kilogramo,0.28,0.28
2020,Marzo,Cacao CCN51 Almendra Seca,Quintal,93.0,2.05
2020,Marzo,Cacao Fino de Aroma Almendra Seca,Quintal,93.38,2.05
2020,Marzo,Café Arábigo Grano Oro,Quintal,116.0,2.55
2020,Marzo,Café Robusta Cereza,Quintal,11.6,0.26
2020,Marzo,Caña de Azúcar Tallo Fresco,Tonelada Métrica,31.53,0.03
